"","Name","Code","Year","Month","Population","LST_Day","NDVI","EVI","Precip","AvgRad","SWOccurrence","pland_forest","area_mn_forest","te_forest"
"36","LAMUD",10501,2025,60,1666.83050847427,23.1977602495397,0.479757989086275,0.29073512199502,78.4250916059266,0.253284856712068,23.9225759580706,0,0,0
"37","CAMPORREDONDO",10502,2025,60,4290.01408450672,21.9699035032076,0.541197386478744,0.344736304589624,67.5740086360293,0.198702465447749,52.4586970315367,0,0,0
"38","COCABAMBA",10503,2025,60,2193.99999999992,24.370112842715,0.449145676460663,0.236429360979426,64.3265194518465,0.154455814292998,55.6483573830049,0,0,0
"39","COLCAMAR",10504,2025,60,1686.81355932285,18.0997293422175,0.511985953402108,0.304960344725555,69.9822422294625,0.14970658928155,15.0780632411067,0,0,0
"40","CONILA",10505,2025,60,1852,15.8226839281236,0.482638031998144,0.298388969066306,61.7100301374987,0.158881498058532,21.6875,0,0,0
"41","INGUILPATA",10506,2025,60,418.07042253507,17.5568775800882,0.533132487980845,0.328328721661448,68.0662658207712,0.23163597005986,10.7611665536285,0,0,0
"42","LUYA",10509,2025,60,3734,22.271914034407,0.489047193212293,0.303380406155859,75.4298480170303,0.422665478488882,27.3703703703704,0,0,0
"43","OCUMAL",10513,2025,60,3530.76056338047,20.7128862576961,0.550724081573256,0.338249088799305,63.2934266634485,0.162881637273046,51.2012012411938,0,0,0
"44","PISUQUIA",10514,2025,60,4819.52112676128,22.231558540444,0.478121948853967,0.265394425618562,64.7338027492477,0.152545271621916,48.6735466747227,0,0,0
"45","PROVIDENCIA",10515,2025,60,1259,24.4590315250763,0.555196675937505,0.316816053332553,66.1117902553332,0.163278187905311,54.664450795667,0,0,0
"46","SAN CRISTOBAL",10516,2025,60,496.297872340045,21.9947247187346,0.525703141886159,0.327116349826863,78.6726370318978,0.203555941213503,29.1042089043873,0,0,0
"47","SAN JERONIMO",10518,2025,60,1404,21.5790178254279,0.529869963374171,0.336129710572581,81.6109835139849,0.179473842459009,28.4599829455476,0,0,0
"48","TINGO",10522,2025,60,1179.44067796599,20.2806534991118,0.516278910019087,0.310894135888776,77.5817227047565,0.191610654309452,12.3845675171126,0,0,0
"49","SAN NICOLAS",10601,2025,60,5022.70422535098,21.8281752417677,0.617920457486287,0.361729381786487,94.5091249868938,0.257963493091794,46.3916858698985,0,0,0
"50","CHIRIMOTO",10602,2025,60,1713,21.6961281366871,0.682449514000301,0.424176786263331,100.07328872165,0.146265679221862,3.51753665689149,0,0,0
"51","LIMABAMBA",10605,2025,60,3374.76056337873,20.0141248101787,0.635281070859096,0.395483101639436,100.365448792556,0.150169024977057,46.7803533568905,0,0,0
"52","MARISCAL BENAVIDES",10607,2025,60,2387,19.572070016507,0.593360097464269,0.345731653590776,90.6038312135217,0.155362563378697,24.7579722224386,0,0,0
"53","MILPUC",10608,2025,60,494.751652122387,23.8986472082593,0.744498769722233,0.449751361209337,99.002263473832,0.160008814421566,10.4706334241218,0,0,0
"54","OMIA",10609,2025,60,12738.8571428594,21.0497097982591,0.597212754435197,0.352805325243902,91.7469970560137,0.149047753746802,1.5,0,0,0
"55","TOTORA",10611,2025,60,377,24.2517077091682,0.700489777998056,0.415947583681879,97.641789686543,0.189411744849599,4.58217090069284,0,0,0
"56","VISTA ALEGRE",10612,2025,60,9232.2127659503,18.4260738616911,0.506860081154491,0.316584827030939,99.1328396923305,0.138658954677525,30.3682943821648,0,0,0
"57","BAGUA GRANDE",10701,2025,60,46279.680851055,27.8725678090299,0.4434995119994,0.306911493338363,74.8988527567392,0.317735222194058,19.6333694322996,0,0,0
"58","CAJARURO",10702,2025,60,26076.6760563372,20.9063577452371,0.479984515754761,0.311486126528032,100.597912614132,0.177029562443198,18.5452134688181,0,0,0
"59","CUMBA",10703,2025,60,6576.1016949095,28.2586065751671,0.479394758245702,0.306549122153616,72.2729812715229,0.198486454880744,31.8947862933083,0,0,0
"60","EL MILAGRO",10704,2025,60,5384.88732394366,32.3516981816737,0.441603179700278,0.320906734622446,77.2158649125144,0.305619004299819,18.6750740495468,0,0,0
"61","JAMALCA",10705,2025,60,5731.25062694311,23.368695577502,0.498486555016425,0.325899111837374,72.0287698831804,0.182341414892543,21.9071658869912,0,0,0
